,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
42,0.357,0.305,6,-10.823,1,0.0415,0.727,0.0,0.112,0.244,82.141,audio_features,2VubdIP4aipC2d0bwkCgg5,spotify:track:2VubdIP4aipC2d0bwkCgg5,https://api.spotify.com/v1/tracks/2VubdIP4aipC2d0bwkCgg5,https://api.spotify.com/v1/audio-analysis/2VubdIP4aipC2d0bwkCgg5,204053,4
43,0.404,0.237,5,-13.366,1,0.0314,0.693,0.000263,0.113,0.106,146.069,audio_features,3adPvNljHYlq3AejPnIbwX,spotify:track:3adPvNljHYlq3AejPnIbwX,https://api.spotify.com/v1/tracks/3adPvNljHYlq3AejPnIbwX,https://api.spotify.com/v1/audio-analysis/3adPvNljHYlq3AejPnIbwX,175120,3
44,0.684,0.259,4,-11.053,0,0.049,0.743,0.0,0.0751,0.0515,138.014,audio_features,4VrUT6GeeSRz6MB8tWJSHM,spotify:track:4VrUT6GeeSRz6MB8tWJSHM,https://api.spotify.com/v1/tracks/4VrUT6GeeSRz6MB8tWJSHM,https://api.spotify.com/v1/audio-analysis/4VrUT6GeeSRz6MB8tWJSHM,217167,4
45,0.519,0.657,4,-4.97,0,0.0933,0.239,8.34e-06,0.267,0.552,95.69,audio_features,4kzcJJUonbCSlNXrHXt6n8,spotify:track:4kzcJJUonbCSlNXrHXt6n8,https://api.spotify.com/v1/tracks/4kzcJJUonbCSlNXrHXt6n8,https://api.spotify.com/v1/audio-analysis/4kzcJJUonbCSlNXrHXt6n8,256200,4
46,0.589,0.467,6,-8.179,1,0.031,0.761,0.0,0.0847,0.571,165.908,audio_features,4yxL6eoSsZ04lN0VezKgcr,spotify:track:4yxL6eoSsZ04lN0VezKgcr,https://api.spotify.com/v1/tracks/4yxL6eoSsZ04lN0VezKgcr,https://api.spotify.com/v1/audio-analysis/4yxL6eoSsZ04lN0VezKgcr,160345,4
47,0.539,0.479,9,-12.009,1,0.0354,0.871,0.398,0.0949,0.258,112.964,audio_features,1wOp8sjR26NOSmc64JUMBE,spotify:track:1wOp8sjR26NOSmc64JUMBE,https://api.spotify.com/v1/tracks/1wOp8sjR26NOSmc64JUMBE,https://api.spotify.com/v1/audio-analysis/1wOp8sjR26NOSmc64JUMBE,162167,4
48,0.481,0.375,2,-11.71,0,0.0314,0.57,0.000129,0.12,0.106,146.411,audio_features,38FQraRX0lVQtL7mHOHz8b,spotify:track:38FQraRX0lVQtL7mHOHz8b,https://api.spotify.com/v1/tracks/38FQraRX0lVQtL7mHOHz8b,https://api.spotify.com/v1/audio-analysis/38FQraRX0lVQtL7mHOHz8b,268195,4
49,0.416,0.126,9,-16.194,0,0.0372,0.892,0.465,0.11,0.167,159.623,audio_features,3Qjd6f44AaaYjCGUoThELh,spotify:track:3Qjd6f44AaaYjCGUoThELh,https://api.spotify.com/v1/tracks/3Qjd6f44AaaYjCGUoThELh,https://api.spotify.com/v1/audio-analysis/3Qjd6f44AaaYjCGUoThELh,184799,3
50,0.43,0.587,9,-8.003,1,0.0348,0.654,8.83e-05,0.158,0.332,156.006,audio_features,0hcUhN7Ru7b55S0w5DqzZ7,spotify:track:0hcUhN7Ru7b55S0w5DqzZ7,https://api.spotify.com/v1/tracks/0hcUhN7Ru7b55S0w5DqzZ7,https://api.spotify.com/v1/audio-analysis/0hcUhN7Ru7b55S0w5DqzZ7,232520,4
51,0.605,0.21,2,-11.666,1,0.0322,0.895,1.92e-05,0.138,0.294,140.533,audio_features,3ht2zKr3aD2SjulMOdTzQ1,spotify:track:3ht2zKr3aD2SjulMOdTzQ1,https://api.spotify.com/v1/tracks/3ht2zKr3aD2SjulMOdTzQ1,https://api.spotify.com/v1/audio-analysis/3ht2zKr3aD2SjulMOdTzQ1,230387,4
52,0.585,0.348,11,-10.268,1,0.0361,0.585,7.47e-05,0.101,0.101,109.97,audio_features,4gFakkHz0RjUrbf9Ufilb7,spotify:track:4gFakkHz0RjUrbf9Ufilb7,https://api.spotify.com/v1/tracks/4gFakkHz0RjUrbf9Ufilb7,https://api.spotify.com/v1/audio-analysis/4gFakkHz0RjUrbf9Ufilb7,300499,4
53,0.601,0.352,4,-13.643,1,0.0393,0.879,0.171,0.111,0.155,150.014,audio_features,5ksHNBHuDxVv39of6VgQxC,spotify:track:5ksHNBHuDxVv39of6VgQxC,https://api.spotify.com/v1/tracks/5ksHNBHuDxVv39of6VgQxC,https://api.spotify.com/v1/audio-analysis/5ksHNBHuDxVv39of6VgQxC,186492,4
54,0.625,0.432,2,-11.948,1,0.0283,0.633,0.00242,0.127,0.361,137.926,audio_features,3G9ETaH55bMQx8hwNhAgbU,spotify:track:3G9ETaH55bMQx8hwNhAgbU,https://api.spotify.com/v1/tracks/3G9ETaH55bMQx8hwNhAgbU,https://api.spotify.com/v1/audio-analysis/3G9ETaH55bMQx8hwNhAgbU,360933,4
55,0.506,0.655,3,-9.235,1,0.0283,0.421,0.00123,0.106,0.39,96.397,audio_features,5hkb78xguoXfpbIPkiHlFb,spotify:track:5hkb78xguoXfpbIPkiHlFb,https://api.spotify.com/v1/tracks/5hkb78xguoXfpbIPkiHlFb,https://api.spotify.com/v1/audio-analysis/5hkb78xguoXfpbIPkiHlFb,167972,4
56,0.658,0.396,10,-12.753,1,0.0319,0.627,0.0,0.176,0.485,97.957,audio_features,04TvtzVrd7FufnY5KJLXzO,spotify:track:04TvtzVrd7FufnY5KJLXzO,https://api.spotify.com/v1/tracks/04TvtzVrd7FufnY5KJLXzO,https://api.spotify.com/v1/audio-analysis/04TvtzVrd7FufnY5KJLXzO,199853,4
57,0.659,0.394,4,-10.201,1,0.0323,0.826,0.0199,0.305,0.212,110.519,audio_features,2g4Q6o0p7PIWAdkxtKVvVi,spotify:track:2g4Q6o0p7PIWAdkxtKVvVi,https://api.spotify.com/v1/tracks/2g4Q6o0p7PIWAdkxtKVvVi,https://api.spotify.com/v1/audio-analysis/2g4Q6o0p7PIWAdkxtKVvVi,363387,4
58,0.623,0.444,0,-8.585,1,0.0276,0.652,1.63e-06,0.119,0.137,126.014,audio_features,0YVaaynLiwkQmWphlG3XqT,spotify:track:0YVaaynLiwkQmWphlG3XqT,https://api.spotify.com/v1/tracks/0YVaaynLiwkQmWphlG3XqT,https://api.spotify.com/v1/audio-analysis/0YVaaynLiwkQmWphlG3XqT,207800,4
59,0.611,0.148,4,-15.944,0,0.039,0.919,0.00266,0.125,0.335,83.78,audio_features,5dcfP0DYH5SDeizgbHZop6,spotify:track:5dcfP0DYH5SDeizgbHZop6,https://api.spotify.com/v1/tracks/5dcfP0DYH5SDeizgbHZop6,https://api.spotify.com/v1/audio-analysis/5dcfP0DYH5SDeizgbHZop6,184533,4
60,0.581,0.462,4,-11.767,0,0.033,0.618,0.128,0.122,0.34,105.019,audio_features,7qlfcOvjn5jjFw35y2lEWv,spotify:track:7qlfcOvjn5jjFw35y2lEWv,https://api.spotify.com/v1/tracks/7qlfcOvjn5jjFw35y2lEWv,https://api.spotify.com/v1/audio-analysis/7qlfcOvjn5jjFw35y2lEWv,283907,4
61,0.414,0.452,4,-8.193,1,0.0326,0.156,0.00055,0.112,0.0862,147.2,audio_features,7Kjh6A5voYQ1rFFnYEbYq6,spotify:track:7Kjh6A5voYQ1rFFnYEbYq6,https://api.spotify.com/v1/tracks/7Kjh6A5voYQ1rFFnYEbYq6,https://api.spotify.com/v1/audio-analysis/7Kjh6A5voYQ1rFFnYEbYq6,183293,4
62,0.303,0.225,6,-10.241,1,0.0321,0.908,2.75e-05,0.171,0.309,84.276,audio_features,1IOg3j2hw2Ni9nD4QZA7qJ,spotify:track:1IOg3j2hw2Ni9nD4QZA7qJ,https://api.spotify.com/v1/tracks/1IOg3j2hw2Ni9nD4QZA7qJ,https://api.spotify.com/v1/audio-analysis/1IOg3j2hw2Ni9nD4QZA7qJ,231093,5
63,0.453,0.0287,8,-22.37,1,0.136,0.917,0.000113,0.101,0.473,187.229,audio_features,0HFBVwKtD5kBrQQseDwagJ,spotify:track:0HFBVwKtD5kBrQQseDwagJ,https://api.spotify.com/v1/tracks/0HFBVwKtD5kBrQQseDwagJ,https://api.spotify.com/v1/audio-analysis/0HFBVwKtD5kBrQQseDwagJ,133600,3
64,0.746,0.589,11,-8.549,0,0.0396,0.0316,0.000246,0.618,0.471,122.015,audio_features,1vvbpR1g9LPahWnrvFSGfj,spotify:track:1vvbpR1g9LPahWnrvFSGfj,https://api.spotify.com/v1/tracks/1vvbpR1g9LPahWnrvFSGfj,https://api.spotify.com/v1/audio-analysis/1vvbpR1g9LPahWnrvFSGfj,252600,4
65,0.359,0.368,11,-12.404,1,0.0293,0.146,0.326,0.204,0.528,154.044,audio_features,25aMcOH9KVYjllvlupKyJj,spotify:track:25aMcOH9KVYjllvlupKyJj,https://api.spotify.com/v1/tracks/25aMcOH9KVYjllvlupKyJj,https://api.spotify.com/v1/audio-analysis/25aMcOH9KVYjllvlupKyJj,237360,4
66,0.493,0.284,2,-10.355,1,0.029,0.896,0.00172,0.127,0.268,78.081,audio_features,6ApwZihCRa4tSxasbH0fxH,spotify:track:6ApwZihCRa4tSxasbH0fxH,https://api.spotify.com/v1/tracks/6ApwZihCRa4tSxasbH0fxH,https://api.spotify.com/v1/audio-analysis/6ApwZihCRa4tSxasbH0fxH,312293,4
67,0.58,0.193,9,-12.144,1,0.0285,0.866,0.00375,0.0788,0.339,141.938,audio_features,1Exrzr80BmEOw2rMcRnjwh,spotify:track:1Exrzr80BmEOw2rMcRnjwh,https://api.spotify.com/v1/tracks/1Exrzr80BmEOw2rMcRnjwh,https://api.spotify.com/v1/audio-analysis/1Exrzr80BmEOw2rMcRnjwh,212147,4
68,0.468,0.201,4,-17.024,1,0.0388,0.915,8.28e-05,0.0952,0.383,94.422,audio_features,5OiaAaIMYlCZONyDBxqk4G,spotify:track:5OiaAaIMYlCZONyDBxqk4G,https://api.spotify.com/v1/tracks/5OiaAaIMYlCZONyDBxqk4G,https://api.spotify.com/v1/audio-analysis/5OiaAaIMYlCZONyDBxqk4G,188800,4
